index,gender,region_large,region_small,age,weight,height,hobbies,user_id
18109,0,Banská Bystrica Region,Brezno,2X,8X,18X,dancing,18128
18110,1,Zilinsky region,Turzovka,2X,7X,19X,party,18089
18111,0,Zilina Region,Cadca,0X,9X,17X,cooking,18103
18112,0,Zilina Region,Zilina,2X,4X,16X,music,17880
18113,0,Banská Bystrica Region,Brezno,0X,7X,18X,movies,18129
18114,1,Zilinsky region,Turzovka,2X,15X,30X,sports,18199
18115,0,Trencian region,ilava,0X,5X,17X,photography,18212
18116,0,Zilina region,apartment,1X,5X,17X,photography,18070
18117,0,Banska Bystrica Region,Banska Bystrica,0X,9X,19X,movies,18130
18118,1,Zilina region,instead,2X,9X,19X,PC games,18226
18119,0,Zilina Region,Cadca,1X,5X,17X,movies,18090
18120,1,Zilina Region,Cadca,2X,6X,18X,working with PC,18200
18121,1,Banská Bystrica Region,Brezno,3X,6X,17X,sports,18131
18122,1,Zilina Region,Zilina,1X,5X,17X,swim,18071
18123,1,Trnava region,Trnava,0X,12X,19X,reading,18104
18124,1,Zilina Region,Zilina,2X,9X,19X,swim,18213
18125,0,Zilinsky region,Turzovka,1X,7X,18X,pc games,18201
18126,1,Zilina Region,Zilina,2X,5X,16X,shopping,18214
18127,1,Banská Bystrica Region,Brezno,1X,7X,18X,music,18072
18128,1,Zilina Region,Cadca,2X,6X,17X,theatre,18152
18129,1,Zilina Region,Zilina,2X,6X,17X,friends,18168
18130,1,Zilina region,instead,2X,5X,17X,sports,18227
18131,1,Zilina Region,Zilina,0X,7X,18X,hiking,18215
18132,0,Zilina Region,Zilina,2X,7X,18X,PC games,18169
18133,0,Zilina Region,Zilina,1X,6X,18X,friends,18216
18134,0,Banská Bystrica Region,Brezno,2X,5X,16X,discos,18132
18135,0,Zilina Region,Zilina,2X,8X,19X,sports,18217
18136,1,Zilina Region,Zilina,2X,9X,19X,party,18218
18137,1,Zilina Region,Zilina,3X,9X,19X,movies,18110
18138,0,Zilina Region,Zilina,1X,4X,17X,sports,18241
18139,1,Banská Bystrica Region,Brezno,0X,5X,17X,reading,18111
18140,0,abroad,abroad - australia,2X,6X,17X,music,18242
18141,1,Zilina Region,Zilina,2X,6X,17X,party,18037
18142,1,Zilinsky region,Martin,2X,6X,17X,hacking,18133
18143,1,Zilinsky region,Turzovka,2X,7X,18X,biking,18038
18144,1,Zilina Region,Zilina,0X,10X,19X,games,18219
18145,0,Trencian region,Puchov,1X,5X,15X,reading,18170
18146,1,Zilina region,apartment,1X,5X,16X,movies,18112
18147,1,Zilina Region,Cadca,0X,7X,19X,traveling,18134
18148,0,Bratislava Region,Senec,0X,7X,19X,music,18113
18149,0,Zilinsky region,Turzovka,1X,5X,16X,movies,18202
18150,1,Banská Bystrica Region,Brezno,0X,7X,17X,sleeping,18220
18151,0,Zilina Region,Zilina,1X,7X,17X,shopping,18171
18152,1,Zilina Region,Zilina,2X,7X,17X,friends,18182
18153,0,Zilina Region,Zilina,0X,5X,16X,sports,18135
18154,1,Zilina Region,Cadca,2X,7X,17X,music,18039
18155,0,Banská Bystrica Region,elected,2X,5X,16X,dancing,18221
18156,1,Zilina Region,Zilina,1X,5X,15X,books,18114
18157,1,Zilina Region,Cadca,2X,6X,17X,movies,18153
18158,1,Zilina Region,Cadca,1X,5X,16X,working with pc,18203
18159,1,Zilina Region,Zilina,2X,9X,18X,friends,18172
18160,1,Zilina Region,Zilina,0X,9X,18X,traveling,18243
18161,0,Zilina region,apartment,1X,5X,18X,traveling,18073
18162,1,Zilina region,instead,2X,6X,17X,camping,18228
18163,1,Zilina Region,Kysucke New Town,0X,6X,17X,not even that,18142
18164,0,Zilina region,apartment,2X,8X,18X,work with PC,18256
18165,0,Kosice region,Trebisov,2X,8X,18X,party,18222
18166,1,Zilina Region,Zilina,0X,8X,18X,music,18244
18167,1,Zilina region,apartment,2X,7X,19X,traveling,18115
18168,0,Zilina region,apartment,0X,7X,19X,games,18074
18169,0,Trencin region,Trencin,0X,100X,16X,music,18173
18170,1,Trencian region,Povazka bystrica,1X,9X,18X,camping,18245
18171,0,Zilinsky region,Turzovka,1X,6X,17X,friends,18154
18172,0,Zilinsky region,Turzovka,1X,6X,17X,friends,18040
18173,1,Zilina Region,Zilina,1X,7X,17X,surfing the web,18204
18174,0,Zilina region,apartment,0X,9X,17X,night walks,18116
18175,1,Trnava region,Trnava,0X,7X,17X,movies,18075
18176,1,Zilina Region,Kysucke New Town,2X,7X,17X,traveling,18174
18177,0,Zilina region,apartment,0X,6X,17X,discos,18257
18178,1,Zilina region,apartment,1X,6X,17X,sports,18246
18179,0,abroad,abroad - usa,0X,6X,17X,farming,18143
18180,1,Zilina region,apartment,0X,5X,17X,PC games,18117
18181,1,Zilina region,instead,1X,4X,16X,working with PC,18229
18182,0,Zilinsky region,Turzovka,1X,7X,11X,friends,18271
18183,1,Zilina Region,Cadca,2X,6X,18X,sports,18041
18184,0,Zilina Region,Zilina,0X,5X,17X,camping,18205
18185,0,Zilina region,instead,0X,5X,17X,music,18223
18186,0,Zilina region,apartment,1X,6X,16X,music,18258
18187,0,Zilina Region,Zilina,2X,6X,17X,party,18175
18188,0,Zilina region,apartment,0X,5X,16X,reading,18118
18189,0,Zilina Region,Zilina,0X,5X,16X,friends,18144
18190,1,Zilinsky region,Turzovka,2X,4X,16X,sleeping,18042
18191,0,Zilina region,apartment,1X,4X,16X,dancing,18247
18192,1,Zilina Region,Zilina,1X,4X,16X,sleeping,18206
18193,0,Zilina region,instead,1X,9X,19X,sports,18230
18194,1,abroad,abroad - usa,0X,5X,16X,sports,18043
18195,1,Zilina Region,Rajec,2X,8X,18X,movies,18272
18196,1,Zilina Region,Kysucke New Town,2X,8X,18X,swim,18259
18197,0,abroad,abroad - others,0X,4X,16X,swim,18119
18198,1,Zilina Region,Zilina,2X,8X,18X,discos,18207
18199,1,Zilina Region,Rajec,2X,7X,18X,sports,18176
18200,1,Zilina Region,Zilina,2X,8X,19X,surfing the web,18273
18201,1,Zilina region,apartment,1X,7X,18X,movies,18120
18202,1,Zilina Region,Zilina,0X,6X,18X,breakdancing...,18260
18203,1,Zilina Region,Cadca,2X,7X,17X,sleeping,18145
18204,0,Zilina Region,Zilina,0X,7X,17X,everything,18105
18205,0,Zilinsky Region,Lower Kubin,0X,7X,17X,party,18231
18206,0,Trencian region,nova dubnica,2X,7X,17X,music,18177
18207,1,Zilinsky region,Turzovka,2X,8X,18X,collecting,18044
18208,1,Zilina Region,Cadca,2X,7X,18X,reading,18146
18209,0,Zilina Region,Cadca,0X,7X,18X,collecting,18286
18210,1,Zilina Region,Cadca,2X,7X,18X,traveling,18274
18211,1,Zilina Region,Zilina,0X,7X,18X,PC games,18208
18212,1,Banska Bystrica Region,Banska Bystrica,2X,8X,18X,swim,18178
18213,0,Zilina region,instead,0X,5X,16X,sports,18301
18214,0,Zilina Region,Cadca,2X,5X,16X,cooking,18045
18215,1,abroad,abroad - others,0X,8X,18X,party,18261
18216,1,Zilina region,instead,1X,7X,18X,music,18232
18217,1,Zilina Region,Cadca,1X,7X,18X,games,18287
18218,1,Zilina Region,Zilina,2X,9X,18X,food,18209
18219,0,Zilina Region,Zilina,0X,7X,17X,discos,18183
18220,0,Zilina Region,Zilina,0X,6X,16X,movies,18316
18221,1,Zilina Region,Cadca,1X,6X,16X,friends,18147
18222,0,Zilina Region,Rajecke Teplice,2X,6X,16X,sports,18179
18223,1,Trencian region,Povazka bystrica,0X,8X,18X,housework,18262
18224,0,Presov Region,Svidnik,2X,5X,17X,movies,18210
18225,1,Zilinsky Region,Lower Kubin,1X,5X,17X,PC work,18302
18226,0,abroad,abroad - others,1X,30X,18X,sports,18317
18227,1,Zilina region,instead,1X,6X,17X,dancing,18233
18228,1,Zilina Region,Zilina,0X,8X,17X,games,18275
18229,1,Zilina Region,Zilina,1X,8X,17X,movies,18331
18230,1,Trnava region,Piestany,3X,7X,18X,surfing the web,18263
18231,1,Banska Bystrica Region,Banska Bystrica,2X,8X,16X,games,18180
18232,1,Zilinsky region,Turzovka,1X,8X,16X,music,18148
18233,1,Zilina Region,Cadca,2X,6X,17X,swim,18184
18234,0,abroad,abroad - others,2X,87X,2X,surfing the web,18264
18235,0,Zilina Region,Cadca,0X,5X,16X,dancing,18318
18236,0,Zilina region,instead,1X,5X,16X,music,18234
18237,1,Zilina Region,Zilina,2X,7X,18X,cooking,18332
18238,1,Zilina region,instead,2X,6X,17X,traveling,18303
18239,1,Zilina Region,Cadca,2X,6X,17X,traveling,18288
18240,1,Zilina Region,Cadca,0X,11X,19X,sleeping,18346
18241,1,kosick region,roznava,0X,90X,20X,swim,18149
18242,1,Zilina Region,Zilina,1X,90X,20X,sports,18185
18243,1,Zilina Region,Cadca,1X,8X,17X,there is more,18276
18244,1,Zilina region,instead,2X,8X,18X,photography,18224
18245,1,Zilina Region,Zilina,0X,8X,18X,bees,18248
18246,1,Zilina region,apartment,2X,7X,17X,discos,18319
18247,1,Zilina Region,Zilina,2X,6X,17X,traveling,18333
18248,0,Zilina region,instead,2X,4X,16X,sleeping,18289
18249,1,Zilina region,apartment,1X,7X,17X,movies,18249
18250,1,Czech Republic,Czech Republic - Prague,0X,7X,17X,food,18186
18251,1,Zilina Region,Ruzomberok,2X,6X,17X,camping,18277
18252,0,Zilina region,instead,2X,5X,16X,working with PC,18235
18253,1,Zilina Region,Zilina,2X,9X,19X,discos,18334
18254,1,Zilina region,instead,0X,7X,17X,games,18225
18255,1,Zilina region,instead,2X,7X,17X,reading,18304
18256,0,Zilina Region,Zilina,2X,6X,17X,traveling,18187
18257,0,Zilina Region,Zilina,2X,6X,16X,swim,18278
18258,1,Zilina Region,Zilina,2X,7X,18X,party,18250
18259,0,Zilina Region,Cadca,0X,7X,18X,photography...,18150
18260,1,abroad,abroad - others,0X,5X,17X,discos,18335
18261,1,Zilina region,instead,2X,580X,1X,camping,18290
18262,1,Zilina region,instead,1X,580X,1X,movies,18236
18263,1,Zilinsky region,Martin,2X,6X,18X,cooking,18336
18264,1,Zilina Region,Zilina,2X,7X,18X,friends,18251
18265,1,Trencian region,new city above Vahoh,3X,7X,17X,sports,18188
18266,0,Zilina Region,Cadca,0X,8X,18X,discos,18337
18267,1,Zilina Region,Cadca,2X,12X,1X,movies,18347
18268,1,Zilina region,instead,0X,6X,18X,sports,18361
18269,0,Zilinsky Region,Lower Kubin,1X,6X,16X,surfing the web,18237
18270,1,Zilina Region,Zilina,2X,4X,16X,friends,18189
18271,1,Zilinsky Region,Lower Kubin,0X,6X,17X,friends,18238
18272,1,Zilina Region,Cadca,3X,7X,17X,camping,18338
18273,1,Zilina Region,Zilina,2X,8X,18X,traveling,18190
18274,0,Zilina region,instead,1X,8X,18X,sports,18362
18275,1,Zilina Region,Cadca,2X,5X,16X,sports,18279
18276,1,Zilina Region,Cadca,0X,5X,15X,earn money,18348
18277,1,Zilina region,instead,2X,5X,15X,discos,18291
18278,1,Zilina Region,Zilina,0X,5X,15X,surfing the web,18191
18279,0,Zilinsky region,Turzovka,0X,8X,18X,sports,18339
18280,1,Zilina Region,Cadca,1X,9X,18X,movies,18192
18281,1,Zilina Region,Zilina,2X,7X,17X,traveling,18239
18282,1,Zilina Region,Durvosin,0X,10X,19X,working with PC,18280
18283,1,Zilina region,instead,0X,6X,17X,reading,18292
18284,1,Banska Bystrica Region,Banska Bystrica,3X,7X,17X,sports,18363
18285,1,Zilina Region,Zilina,1X,8X,18X,"not grilling,",18240
18286,1,Zilina Region,Cadca,2X,7X,18X,discos,18193
18287,1,Zilina Region,Zilina,1X,5X,16X,surfing the web,18340
18288,0,Zilina region,instead,0X,4X,16X,sports,18349
18289,0,Zilina Region,Durvosin,1X,6X,19X,camping,18364
18290,1,Zilina region,instead,1X,7X,19X,camping,18376
18291,1,Zilina Region,Cadca,1X,7X,17X,sports,18341
18292,1,Zilina region,instead,1X,7X,17X,reading,18377
18293,0,Zilina region,instead,1X,7X,17X,camping,18350
18294,0,Zilina Region,Cadca,1X,7X,17X,working with PC,18194
18295,0,Zilina Region,Cadca,1X,7X,17X,:d networking,18342
18296,0,Banska Bystrica Region,Banska Bystrica,3X,6X,16X,movies,18365
18297,0,Zilina region,instead,0X,5X,17X,pc games,18293
18298,1,Zilina region,instead,2X,18X,6X,discos,18294
18299,0,Zilina Region,Cadca,1X,3X,15X,reading,18351
18300,1,Zilinsky region,Turzovka,2X,3X,15X,music,18281
18301,0,abroad,abroad - usa,1X,3X,15X,photography,18366
18302,0,Zilinsky region,Turzovka,1X,5X,16X,surfing the web,18195
18303,0,Zilina region,apartment,0X,9X,19X,sports,18252
18304,1,Zilina Region,Cadca,2X,9X,19X,friends,18155
18305,1,Banska Bystrica Region,Banska Bystrica,2X,9X,19X,cooking,18378
18306,1,Zilinsky region,Turzovka,1X,7X,17X,swim,18282
18307,1,Zilina region,instead,2X,6X,16X,sleeping,18295
18308,1,abroad,abroad - others,2X,7X,18X,friends,18156
18309,1,Zilina Region,Zilina,1X,7X,18X,pogooo,18253
18310,1,Banska Bystrica Region,Banska Bystrica,2X,7X,18X,housework,18367
18311,0,Zilina region,instead,1X,7X,18X,swim,18379
18312,0,Zilinsky region,Turzovka,1X,2X,13X,movies,18343
18313,1,Zilina Region,Cadca,0X,7X,17X,movies,18283
18314,0,abroad,abroad - gb,0X,5X,17X,movies,18380
18315,1,Zilinsky Region,Lower Kubin,1X,6X,17X,music,18368
18316,1,Zilina Region,Zilina,2X,9X,18X,sleeping,18320
18317,1,Zilina Region,Zilina,1X,7X,18X,music,18391
18318,1,Trenc region,by the way,2X,7X,17X,sleeping,18406
18319,1,abroad,abroad - others,2X,7X,17X,sports,18392
18320,1,Zilina Region,Zilina,2X,7X,17X,netting,18157
18321,1,Zilinsky Region,Lower Kubin,2X,8X,18X,discos,18407
18322,0,Banska Bystrica Region,Banska Bystrica,2X,5X,17X,reading,18381
18323,1,Zilina region,instead,2X,7X,16X,swim,18296
18324,1,abroad,abroad - others,0X,8X,17X,swim,18393
18325,1,Bratislava region,Malacca,3X,8X,17X,party,18382
18326,1,Zilina Region,Zilina,2X,7X,18X,party,18158
18327,0,abroad,abroad - others,2X,7X,18X,reading,18297
18328,1,Zilina Region,Zilina,2X,16X,5X,party,18321
18329,1,Banska Bystrica Region,Banska Bystrica,0X,16X,5X,i love soccer,18352
18330,1,abroad,abroad - others,2X,9X,18X,sports,18265
18331,1,Czech Republic,Czech Republic - Prague,1X,8X,18X,cooking,18159
18332,0,Zilinsky Region,Lower Kubin,0X,5X,16X,food,18353
18333,1,Zilina region,apartment,1X,8X,18X,hiking,18394
18334,1,Trenc region,old ture,2X,8X,18X,music,18266
18335,1,Trenc region,Dubnica nad Vahom,2X,9X,17X,swim,18369
18336,0,Zilina Region,Zilina,2X,5X,16X,sports,18160
18337,1,Zilinsky Region,Lower Kubin,2X,9X,19X,discos,18298
18338,1,abroad,abroad - others,0X,4X,13X,swim,18267
18339,1,Zilina Region,Zilina,0X,5X,16X,movies,18395
18340,0,Zilina Region,Zilina,2X,5X,16X,cooking,18408
18341,0,Zilina Region,Zilina,2X,5X,16X,party,18322
18342,1,Zilina region,instead,1X,6X,16X,music,18370
18343,1,abroad,abroad - others,0X,9X,18X,PC games,18396
18344,1,Zilinsky region,Turzovka,0X,9X,18X,sleeping,18284
18345,0,Zilina Region,Kysucke New Town,0X,6X,17X,movies,18268
18346,1,Zilina Region,Zilina,2X,6X,17X,cooking,18409
18347,1,Zilinsky region,Turzovka,0X,8X,19X,discos,18269
18348,1,Czech Republic,Czech Republic - Pilsen region,1X,4X,15X,movies,18285
18349,1,Zilinsky Region,Lower Kubin,2X,7X,17X,reading,18299
18350,1,Zilina Region,Zilina,2X,7X,17X,camping,18397
18351,1,Banska Bystrica Region,Banska Bystrica,0X,7X,17X,friends,18354
18352,0,Zilina Region,Kysucke New Town,2X,5X,16X,music,18410
18353,0,Zilina Region,Zilina,2X,6X,17X,cooking,18323
18354,1,Zilina Region,Zilina,1X,7X,18X,food,18398
18355,1,Banská Bystrica Region,Tisovec,0X,7X,18X,music,18371
18356,0,Zilina region,instead,2X,7X,17X,discos,18300
18357,1,Zilinsky region,Turzovka,2X,6X,17X,camping,18421
18358,1,Zilina Region,Kysucke New Town,2X,5X,16X,PC games,18270
18359,0,Zilinsky Region,Lower Kubin,1X,5X,16X,discos,18355
18360,1,Zilina region,instead,2X,5X,16X,movies,18372
18361,1,Zilina Region,Kysucke New Town,0X,6X,17X,music,18324
18362,0,abroad,abroad - others,0X,4X,16X,music,18399
18363,1,Zilina Region,Zilina,2X,6X,17X,party,18161
18364,0,abroad,abroad - Canada,2X,6X,17X,dancing,18411
18365,1,Zilina Region,Zilina,2X,6X,16X,photography,18436
18366,1,Zilina Region,Zilina,2X,5X,16X,photography,18451
18367,1,Banská Bystrica Region,elected,2X,18X,8X,cooking,18356
18368,1,Zilina Region,Zilina,2X,7X,18X,discos,18400
18369,1,Zilina region,instead,0X,7X,18X,sports,18305
18370,1,Banska Bystrica Region,Banska Bystrica,2X,7X,18X,friends,18373
18371,0,Zilina Region,Zilina,1X,7X,18X,party,18437
18372,1,Zilina Region,Zilina,2X,7X,18X,music,18452
18373,1,Zilina region,instead,1X,6X,16X,sports,18357
18374,1,Zilina Region,Cadca,2X,8X,18X,hiking,18412
18375,0,Banská Bystrica Region,elected,2X,8X,18X,music,18162
18376,1,Zilinsky region,Martin,0X,8X,18X,discotheques,18401
18377,1,Nitrian region,left,3X,8X,18X,music,18374
18378,1,Zilina Region,Cadca,2X,8X,18X,friends,18413
18379,1,Zilinsky region,Martin,2X,7X,17X,hiking,18402
18380,0,Zilina Region,Zilina,0X,7X,17X,fun disco...,18163
18381,0,Zilina Region,Zilina,2X,7X,18X,camping,18438
18382,1,Zilinsky region,Turzovka,2X,8X,18X,music,18422
18383,1,Banska Bystrica Region,Banska Bystrica,0X,7X,18X,hiking,18358
18384,1,Banska Bystrica Region,Banska Bystrica,0X,0X,0X,surfing the web,18375
18385,1,Zilina Region,Zilina,0X,0X,0X,sports,18403
18386,1,Zilina Region,Zilina,2X,7X,18X,discos,18439
18387,0,Zilinsky Region,Lower Kubin,0X,5X,16X,movies,18359
18388,1,Zilina region,apartment,1X,7X,18X,swim,18453
18389,1,Zilina Region,Zilina,0X,6X,18X,traveling,18440
18390,0,Zilina Region,Zilina,1X,6X,18X,traveling,18466
18391,1,Zilina Region,Zilina,0X,7X,17X,that's mine,18325
18392,0,Zilinsky Region,Lower Kubin,1X,4X,17X,sleeping,18306
18393,1,Zilina Region,Zilina,2X,8X,18X,discos,18454
18394,0,abroad,abroad - australia,0X,5X,16X,movies,18414
18395,0,Zilina Region,Zilina,2X,5X,16X,discos,18441
18396,0,Banská Bystrica region,Rimava Saturday,2X,5X,16X,dancing,18467
18397,1,Zilina Region,Zilina,2X,6X,17X,friends,18404
18398,1,Zilina Region,Zilina,2X,4X,15X,cooking,18164
18399,1,Zilina Region,Zilina,2X,8X,17X,movies,18455
18400,1,Zilina Region,Ruzomberok,0X,4X,17X,movies,18468
18401,1,Zilina region,instead,2X,6X,17X,surfing the web,18307
18402,0,Zilina Region,Zilina,2X,9X,19X,sleeping,18405
18403,0,Banska Bystrica Region,Banska Bystrica,0X,9X,19X,friends,18360
18404,0,Trnava Region,Senica,2X,9X,19X,movies,18469
18405,1,Zilina Region,Cadca,1X,6X,18X,web surfing,18423
18406,0,Zilina Region,Zilina,2X,4X,15X,friends,18165
18407,1,Zilina Region,Cadca,2X,4X,15X,phone cards,18481
18408,0,kosick region,kosice - west,2X,5X,16X,movies,18254
18409,1,Zilina Region,Cadca,2X,8X,19X,PC games,18344
18410,1,Zilina Region,Zilina,2X,7X,17X,movies,18470
18411,1,Czech Republic,Czech Republic - Olomouc region,1X,9X,18X,movies,18496
18412,0,Zilina region,instead,1X,4X,15X,hiking,18511
18413,0,Zilinsky region,Turzovka,1X,5X,17X,photography,18415
18414,1,Zilina Region,Cadca,0X,5X,17X,drawing,18424
18415,1,Zilina Region,Zilina,2X,5X,17X,etc.,18456
18416,1,Zilina Region,Zilina,0X,5X,17X,games,18255
18417,1,Zilina Region,Kysucke New Town,0X,3X,5X,friends,18308
18418,1,Zilina Region,Zilina,2X,7X,18X,sports,18383
18419,1,Bratislava Region,Bratislava - Petrzalka,2X,7X,16X,cooking,18512
18420,1,Zilina Region,Kysucke New Town,0X,6X,16X,discos,18309
18421,1,Zilina region,instead,2X,8X,18X,party,18497
18422,1,Zilina region,instead,2X,8X,18X,friends,18513
18423,0,Zilina Region,Zilina,3X,5X,16X,movies,18526
18424,1,abroad,abroad - usa,0X,5X,16X,reading,18310
18425,1,Zilina Region,Cadca,2X,5X,16X,sleeping,18457
18426,0,Zilinsky region,Turzovka,0X,6X,16X,party,18482
18427,0,Zilina Region,Zilina,0X,6X,15X,music,18527
18428,0,Zilina Region,Zilina,1X,5X,16X,sports,18458
18429,1,Zilina region,instead,2X,6X,17X,sports,18498
18430,0,Trencian region,Povazka bystrica,0X,3X,15X,sleeping,18514
18431,0,Zilina Region,Kysucke New Town,0X,1X,0X,surfing the web,18311
18432,0,Trencian region,Povazka bystrica,0X,3X,14X,hiking,18528
18433,1,Zilinsky region,Martin,2X,6X,17X,movies,18515
18434,1,Zilina Region,Cadca,2X,7X,17X,reading,18483
18435,1,Zilina Region,Cadca,2X,4X,15X,sewing,18484
18436,0,Zilina Region,Zilina,0X,7X,18X,shopping,18529
18437,0,Zilina Region,Zilina,1X,5X,17X,friends,18516
18438,1,Banská Bystrica Region,Hrinova,0X,4X,16X,friends,18312
18439,0,Zilina Region,Zilina,2X,7X,17X,traveling,18459
18440,1,Zilina Region,Cadca,2X,30X,18X,friends,18485
18441,1,Zilina Region,Zilina,2X,7X,18X,movies,18530
18442,0,Zilina region,instead,1X,5X,16X,dancing,18499
18443,1,Presov region,Bardejov,1X,7X,17X,sports,18517
18444,0,Zilina region,apartment,1X,7X,17X,sleeping,18460
18445,0,Zilina Region,Cadca,0X,9X,17X,swim,18486
18446,0,Zilina Region,Kysucke New Town,0X,0X,3X,sports,18313
18447,1,Zilina Region,Zilina,2X,7X,18X,party,18531
18448,0,Zilina Region,Kysucke New Town,1X,8X,18X,movies,18487
18449,0,Trencian region,Povazka bystrica,0X,3X,14X,sports,18518
18450,1,Zilina Region,Rajecke Teplice,0X,5X,15X,friends,18314
18451,1,Zilina region,instead,2X,6X,17X,swim,18500
18452,0,Zilina Region,Kysucke New Town,3X,6X,17X,movies,18532
18453,1,Bratislava region,Bratislava - others,0X,6X,16X,traveling,18488
18454,1,Zilina Region,Zilina,2X,8X,18X,disco,18326
18455,1,Zilina region,apartment,2X,8X,18X,games,18315
18456,1,Trnava region,Piestany,0X,8X,18X,sports,18489
18457,1,Zilina region,instead,1X,5X,17X,hiking,18501
18458,1,Zilina Region,Zilina,2X,8X,19X,painting,18461
18459,0,Zilina Region,Zilina,0X,8X,18X,party,18519
18460,0,Zilinsky region,Martin,1X,8X,18X,surfing the web,18327
18461,1,Zilina Region,Cadca,0X,5X,17X,surfing the web,18416
18462,1,Zilina Region,Zilina,2X,3X,13X,swim,18490
18463,0,Zilina Region,Kysucke New Town,1X,5X,16X,shopping,18541
18464,1,abroad,abroad - gb,0X,6X,17X,shopping,18533
18465,1,Zilina Region,Zilina,2X,8X,19X,friends,18328
18466,1,Zilina Region,Zilina,1X,5X,17X,games,18520
18467,1,Nitra Region,Nitra,1X,8X,19X,sports,18502
18468,0,Zilinsky region,Turzovka,0X,7X,17X,discos,18417
18469,1,Zilina Region,Kysucke New Town,2X,8X,18X,traveling,18442
18470,1,abroad,abroad - others,0X,8X,19X,discos,18491
18471,1,Zilina Region,Kysucke New Town,0X,7X,18X,traveling,18329
18472,0,Zilina Region,Zilina,0X,2X,13X,painting,18534
18473,1,Zilina Region,Zilina,1X,3X,14X,sports,18521
18474,0,Zilina region,instead,1X,3X,14X,party,18503
18475,0,Zilina Region,Cadca,0X,6X,17X,movies,18418
18476,1,Nitra Region,Nitra,0X,6X,17X,sleeping,18492
18477,0,Zilina Region,Zilina,2X,6X,17X,sports,18443
18478,0,Zilina region,instead,1X,8X,18X,sports,18535
18479,1,Zilina Region,Zilina,2X,7X,17X,sleeping,18330
18480,1,Zilina Region,Zilina,1X,7X,17X,sports,18493
18481,0,Zilina Region,Zilina,1X,7X,17X,sports,18462
18482,1,Bratislava region,Bratislava - others,0X,7X,18X,music,18522
18483,0,Zilina Region,Cadca,2X,12X,19X,reading,18419
18484,1,Zilina Region,Zilina,2X,12X,19X,reading,18542
18485,1,Zilina Region,Trstena,2X,12X,19X,discotheques,18494
18486,1,Trnava region,hawthorn,0X,8X,18X,surfing the web,18471
18487,0,Zilina Region,Zilina,2X,9X,17X,surfing the web,18444
18488,1,Zilina Region,Zilina,0X,7X,18X,PC games,18463
